,caseid,country,year,province,age,education,if_union,if_urban,wealth_index,wealth_index_code,house_ownership,land_owenership,if_own_house,if_own_land,if_employment,if_employment_current,employment_pay_method,if_earn_more,partner_edu,num_household,num_child,sex_head_household,sexual_activity,ideal_num_child,partner_ideal_child,money_decide_person,if_emo_vio,if_phy_vio,if_phy_vio_severe,if_sex_vio,if_vio,num_vio
675,      21 233  2,Nepal,2016,province 1,34,5,1,urban,richer,3,does not own,does not own,0,0,currently working,1,cash only,less than him,10.0,4,3,male,active in last 4 weeks,2,,respondent alone,,,,,,
677,      22   4  2,Nepal,2016,province 1,35,0,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,6.0,4,2,male,not active in last 4 weeks - not postpartum abstinence,1,both want same,,1,1,1,1,1,3
678,      22  15  1,Nepal,2016,province 1,48,10,1,urban,middle,2,does not own,alone only,0,1,no,0,,,10.0,5,2,female,active in last 4 weeks,4,,,,,,,,
679,      22  15  3,Nepal,2016,province 1,26,11,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,11.0,5,1,female,active in last 4 weeks,2,both want same,,,,,,,
680,      22  19  1,Nepal,2016,province 1,40,0,1,urban,middle,2,does not own,does not own,0,0,currently working,1,in-kind only,,5.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,0,0,0,0,0,0
682,      22  23  4,Nepal,2016,province 1,24,10,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,cash and in-kind,less than him,9.0,7,2,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
684,      22  31  4,Nepal,2016,province 1,23,9,1,urban,poorer,1,does not own,does not own,0,0,no,0,,,7.0,6,1,male,active in last 4 weeks,2,both want same,,,,,,,
685,      22  35  3,Nepal,2016,province 1,41,9,1,urban,middle,2,does not own,does not own,0,0,currently working,1,cash and in-kind,husband/partner doesn't bring in money,10.0,8,2,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent alone,1,1,1,1,1,3
686,      22  35  6,Nepal,2016,province 1,32,9,1,urban,middle,2,does not own,does not own,0,0,currently working,1,cash and in-kind,less than him,9.0,8,2,male,not active in last 4 weeks - not postpartum abstinence,2,husband wants fewer,respondent alone,,,,,,
687,      22  50  2,Nepal,2016,province 1,23,8,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,cash only,less than him,8.0,3,1,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
688,      22  54  1,Nepal,2016,province 1,31,4,1,urban,poorer,1,does not own,does not own,0,0,no,0,,,7.0,3,2,female,not active in last 4 weeks - postpartum abstinence,1,both want same,,,,,,,
689,      22  58  4,Nepal,2016,province 1,20,10,1,urban,poorer,1,does not own,does not own,0,0,in the past year,0,cash only,less than him,10.0,5,0,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent and husband/partner,0,0,0,0,0,0
690,      22  66  4,Nepal,2016,province 1,32,9,1,urban,poorer,1,does not own,does not own,0,0,"have a job, but on leave last 7 days",1,cash only,less than him,4.0,5,2,male,not active in last 4 weeks - postpartum abstinence,2,husband wants more,respondent and husband/partner,0,1,0,0,1,1
692,      22  77  2,Nepal,2016,province 1,37,2,1,urban,middle,2,does not own,alone only,0,1,currently working,1,cash and in-kind,about the same,7.0,7,4,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
694,      22  81  2,Nepal,2016,province 1,31,9,1,urban,poorer,1,does not own,alone only,0,1,currently working,1,cash and in-kind,about the same,4.0,4,2,male,active in last 4 weeks,2,both want same,respondent alone,0,0,0,0,0,0
696,      22  96  4,Nepal,2016,province 1,25,5,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,10.0,7,2,female,active in last 4 weeks,1,husband wants more,,0,0,0,0,0,0
697,      22 104  2,Nepal,2016,province 1,33,8,1,urban,middle,2,both alone and jointly,does not own,1,0,currently working,1,cash only,less than him,11.0,4,2,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent alone,0,0,0,0,0,0
698,      22 108  1,Nepal,2016,province 1,40,0,1,urban,poorer,1,alone only,alone only,1,1,currently working,1,in-kind only,,2.0,4,5,female,not active in last 4 weeks - not postpartum abstinence,2,husband wants fewer,,,,,,,
702,      22 112  2,Nepal,2016,province 1,39,9,1,urban,poorest,0,does not own,alone only,0,1,currently working,1,cash and in-kind,about the same,8.0,6,1,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent alone,1,1,0,0,1,2
703,      22 116  1,Nepal,2016,province 1,26,11,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,in-kind only,,8.0,3,1,female,active in last 4 weeks,2,both want same,,,,,,,
704,      23   4  2,Nepal,2016,province 1,47,0,1,urban,poorer,1,alone only,alone only,1,1,currently working,1,not paid,,3.0,7,7,male,active in last 4 weeks,2,both want same,,,,,,,
707,      23  10  2,Nepal,2016,province 1,41,0,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,0.0,4,4,male,active in last 4 weeks,2,husband wants more,,,,,,,
708,      23  10  3,Nepal,2016,province 1,23,10,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,5.0,4,1,male,not active in last 4 weeks - not postpartum abstinence,2,husband wants more,,,,,,,
709,      23  22  4,Nepal,2016,province 1,39,9,1,urban,poorer,1,does not own,alone only,0,1,currently working,1,not paid,,7.0,6,3,male,active in last 4 weeks,3,husband wants fewer,,,,,,,
710,      23  28  2,Nepal,2016,province 1,48,0,1,urban,poorer,1,does not own,alone only,0,1,currently working,1,not paid,,8.0,2,3,male,active in last 4 weeks,4,husband wants fewer,,0,0,0,1,1,1
711,      23  41  1,Nepal,2016,province 1,42,2,1,urban,poorer,1,alone only,alone only,1,1,currently working,1,cash and in-kind,less than him,7.0,2,3,female,not active in last 4 weeks - not postpartum abstinence,2,,respondent alone,0,0,0,0,0,0
713,      23  53  2,Nepal,2016,province 1,24,5,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,5.0,5,3,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
714,      23  65  1,Nepal,2016,province 1,32,2,1,urban,poorer,1,alone only,alone only,1,1,currently working,1,not paid,,5.0,4,3,female,not active in last 4 weeks - not postpartum abstinence,3,husband wants fewer,,0,0,0,0,0,0
715,      23  71  1,Nepal,2016,province 1,43,0,1,urban,middle,2,alone only,alone only,1,1,currently working,1,not paid,,5.0,8,3,female,active in last 4 weeks,1,,,,,,,,
716,      23  71  6,Nepal,2016,province 1,19,10,1,urban,middle,2,does not own,does not own,0,0,no,0,,,11.0,8,0,female,not active in last 4 weeks - not postpartum abstinence,1,both want same,,,,,,,
717,      23  77  2,Nepal,2016,province 1,24,0,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,cash only,less than him,0.0,6,3,male,active in last 4 weeks,2,husband wants more,respondent and husband/partner,0,0,0,0,0,0
718,      23  83  4,Nepal,2016,province 1,35,7,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,4.0,7,3,female,active in last 4 weeks,2,husband wants more,,,,,,,
719,      23  89  1,Nepal,2016,province 1,33,8,1,urban,poorer,1,does not own,alone only,0,1,currently working,1,cash and in-kind,less than him,0.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent alone,0,0,0,0,0,0
720,      23 101  1,Nepal,2016,province 1,33,4,1,urban,poorer,1,does not own,alone only,0,1,currently working,1,cash and in-kind,less than him,8.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent alone,0,0,0,0,0,0
721,      23 113  2,Nepal,2016,province 1,42,10,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,cash and in-kind,less than him,11.0,4,5,male,active in last 4 weeks,2,husband wants more,respondent alone,0,0,0,0,0,0
723,      23 119  2,Nepal,2016,province 1,49,5,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,10.0,2,3,male,active in last 4 weeks,2,both want same,,,,,,,
724,      23 131  4,Nepal,2016,province 1,23,9,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,8.0,8,2,male,active in last 4 weeks,2,both want same,,,,,,,
725,      23 131  6,Nepal,2016,province 1,19,9,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,9.0,8,1,male,not active in last 4 weeks - postpartum abstinence,2,both want same,,,,,,,
726,      23 143  5,Nepal,2016,province 1,34,5,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,7.0,10,2,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,,,,,,
727,      23 143  9,Nepal,2016,province 1,31,7,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,9.0,10,2,female,active in last 4 weeks,2,both want same,,,,,,,
728,      23 149  2,Nepal,2016,province 1,34,3,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,2.0,3,2,male,active in last 4 weeks,2,both want same,,1,1,1,1,1,3
729,      23 161  1,Nepal,2016,province 1,37,4,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,9.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,0,0,0,0,0,0
730,      23 167  2,Nepal,2016,province 1,42,0,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,10.0,5,3,male,active in last 4 weeks,1,both want same,,,,,,,
733,      24   1  2,Nepal,2016,province 1,35,9,1,urban,middle,2,does not own,does not own,0,0,currently working,1,cash only,about the same,11.0,3,2,male,active in last 4 weeks,2,husband wants fewer,respondent and husband/partner,0,0,0,0,0,0
734,      24   3  2,Nepal,2016,province 1,37,8,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,10.0,2,0,male,active in last 4 weeks,1,husband wants more,,,,,,,
735,      24   4  2,Nepal,2016,province 1,49,0,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,5.0,4,5,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
736,      24   5  2,Nepal,2016,province 1,40,11,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,5.0,2,0,male,active in last 4 weeks,2,both want same,,,,,,,
738,      24   8  1,Nepal,2016,province 1,36,1,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,8.0,3,3,female,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
739,      24   9  1,Nepal,2016,province 1,42,0,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,cash only,less than him,8.0,3,4,female,active in last 4 weeks,2,husband wants more,respondent alone,,,,,,
741,      24  10  4,Nepal,2016,province 1,29,10,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,10.0,4,0,female,not active in last 4 weeks - not postpartum abstinence,1,both want same,,0,0,0,0,0,0
742,      24  11  2,Nepal,2016,province 1,30,10,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,10.0,2,1,male,active in last 4 weeks,1,both want same,,,,,,,
743,      24  12  4,Nepal,2016,province 1,44,2,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,5.0,7,4,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
744,      24  13  1,Nepal,2016,province 1,31,1,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,3.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,1,husband wants more,,,,,,,
745,      24  14  2,Nepal,2016,province 1,46,0,1,urban,poorest,0,does not own,alone only,0,1,currently working,1,not paid,,2.0,2,5,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
746,      24  15  3,Nepal,2016,province 1,36,9,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,11.0,4,1,male,not active in last 4 weeks - not postpartum abstinence,1,husband wants more,,,,,,,
747,      24  16  3,Nepal,2016,province 1,27,7,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,6.0,4,2,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,,1,1,1,0,1,2
748,      24  17  3,Nepal,2016,province 1,34,4,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,6.0,7,3,male,not active in last 4 weeks - not postpartum abstinence,2,husband wants fewer,,,,,,,
749,      24  17  6,Nepal,2016,province 1,27,8,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,11.0,7,2,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,,,,,,,
750,      24  19  3,Nepal,2016,province 1,24,5,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,8.0,4,2,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
751,      24  21  2,Nepal,2016,province 1,20,2,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,6.0,3,1,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,0,0,0,0,0,0
752,      24  22  2,Nepal,2016,province 1,45,3,1,urban,poorer,1,alone only,alone only,1,1,currently working,1,not paid,,2.0,7,6,male,active in last 4 weeks,3,husband wants more,,,,,,,
754,      24  23  2,Nepal,2016,province 1,32,7,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,3.0,3,1,male,active in last 4 weeks,1,husband wants more,,0,0,0,0,0,0
755,      24  24  1,Nepal,2016,province 1,44,0,1,urban,middle,2,alone only,alone only,1,1,currently working,1,not paid,,5.0,4,4,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,,,,,,
757,      24  25  1,Nepal,2016,province 1,41,0,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,2.0,7,8,female,not active in last 4 weeks - not postpartum abstinence,3,husband wants more,,0,0,0,0,0,0
759,      24  26  2,Nepal,2016,province 1,15,7,1,urban,poorer,1,does not own,alone only,0,1,currently working,1,not paid,,5.0,3,1,male,active in last 4 weeks,2,both want same,,,,,,,
760,      24  27  1,Nepal,2016,province 1,24,8,1,urban,poorest,0,does not own,alone only,0,1,currently working,1,not paid,,10.0,2,1,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,0,0,0,0,0,0
761,      24  28  2,Nepal,2016,province 1,22,10,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,9.0,3,1,female,not active in last 4 weeks - postpartum abstinence,1,both want same,,,,,,,
764,      24  31  2,Nepal,2016,province 1,37,0,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,9.0,5,4,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
765,      24  32  2,Nepal,2016,province 1,49,0,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,3.0,5,5,male,active in last 4 weeks,4,both want same,,,,,,,
766,      24  32  4,Nepal,2016,province 1,24,10,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,10.0,5,1,male,active in last 4 weeks,2,both want same,,,,,,,
767,      25   2  2,Nepal,2016,province 1,31,0,1,urban,richer,3,does not own,does not own,0,0,currently working,1,not paid,,9.0,4,2,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
768,      25   6  3,Nepal,2016,province 1,32,0,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,7.0,5,2,male,not active in last 4 weeks - postpartum abstinence,1,both want same,,,,,,,
769,      25   9  2,Nepal,2016,province 1,36,0,1,urban,richer,3,does not own,does not own,0,0,currently working,1,cash only,less than him,8.0,4,1,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
770,      25  13  2,Nepal,2016,province 1,24,8,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,7.0,3,1,male,active in last 4 weeks,1,both want same,,,,,,,
771,      25  30  1,Nepal,2016,province 1,28,9,1,urban,middle,2,does not own,does not own,0,0,currently working,1,cash and in-kind,less than him,11.0,1,0,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent and husband/partner,0,0,0,0,0,0
772,      25  37  4,Nepal,2016,province 1,29,6,1,urban,middle,2,does not own,does not own,0,0,currently working,1,cash only,about the same,9.0,14,0,male,active in last 4 weeks,1,both want same,respondent and husband/partner,,,,,,
774,      25  37 11,Nepal,2016,province 1,20,8,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,9.0,14,2,male,active in last 4 weeks,2,both want same,,,,,,,
775,      25  44  1,Nepal,2016,province 1,31,0,1,urban,richer,3,does not own,does not own,0,0,currently working,1,cash only,less than him,8.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent alone,0,0,0,0,0,0
776,      25  48  1,Nepal,2016,province 1,23,7,1,urban,middle,2,alone only,alone only,1,1,currently working,1,cash only,less than him,8.0,2,1,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent alone,,,,,,
777,      25  51  3,Nepal,2016,province 1,24,11,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,11.0,4,0,female,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
779,      25  55  2,Nepal,2016,province 1,24,5,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,11.0,3,1,female,not active in last 4 weeks - not postpartum abstinence,1,both want same,,,,,,,
782,      25  65  3,Nepal,2016,province 1,19,9,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,9.0,4,1,male,not active in last 4 weeks - postpartum abstinence,2,both want same,,0,0,0,0,0,0
783,      25  69  1,Nepal,2016,province 1,42,0,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,cash and in-kind,less than him,3.0,3,3,female,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
784,      25  76  2,Nepal,2016,province 1,45,0,1,urban,middle,2,does not own,alone only,0,1,currently working,1,not paid,,0.0,5,4,male,active in last 4 weeks,2,both want same,,,,,,,
785,      25  79  1,Nepal,2016,province 1,28,6,1,urban,richer,3,does not own,does not own,0,0,currently working,1,not paid,,9.0,1,0,female,not active in last 4 weeks - not postpartum abstinence,1,both want same,,0,0,0,0,0,0
786,      25  86  2,Nepal,2016,province 1,45,0,1,urban,poorer,1,does not own,alone only,0,1,currently working,1,cash and in-kind,less than him,10.0,3,3,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
789,      25  93  1,Nepal,2016,province 1,31,0,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,cash and in-kind,less than him,5.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,3,,respondent alone,0,0,0,0,0,0
792,      26   1  4,Nepal,2016,province 1,27,2,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,5.0,7,2,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
793,      26   6  2,Nepal,2016,province 1,34,4,1,urban,poorest,0,does not own,does not own,0,0,no,0,,,7.0,5,3,male,active in last 4 weeks,2,husband wants more,,1,1,1,1,1,3
794,      26   9  2,Nepal,2016,province 1,21,3,1,urban,poorer,1,does not own,does not own,0,0,no,0,,,6.0,5,3,male,active in last 4 weeks,2,both want same,,,,,,,
795,      26  14  2,Nepal,2016,province 1,48,0,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,0.0,4,4,male,active in last 4 weeks,4,,,,,,,,
796,      26  14  3,Nepal,2016,province 1,25,9,1,urban,poorer,1,does not own,does not own,0,0,no,0,,,5.0,4,2,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,,,,,,,
797,      26  17  2,Nepal,2016,province 1,44,0,1,urban,poorer,1,does not own,alone only,0,1,currently working,1,cash only,less than him,10.0,4,5,male,active in last 4 weeks,2,both want same,husband/partner alone,0,0,0,0,0,0
798,      26  19  2,Nepal,2016,province 1,48,2,1,urban,poorer,1,does not own,alone only,0,1,currently working,1,not paid,,5.0,7,5,male,active in last 4 weeks,3,both want same,,,,,,,
799,      26  19  4,Nepal,2016,province 1,20,10,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,9.0,7,1,male,active in last 4 weeks,2,both want same,,,,,,,
801,      26  24  2,Nepal,2016,province 1,34,6,1,urban,poorest,0,does not own,does not own,0,0,in the past year,0,cash only,more than him,0.0,6,4,male,not active in last 4 weeks - postpartum abstinence,3,husband wants fewer,respondent alone,,,,,,
804,      26  30  2,Nepal,2016,province 1,29,6,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,10.0,4,2,male,active in last 4 weeks,2,both want same,,,,,,,
805,      26  32  2,Nepal,2016,province 1,30,11,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,10.0,4,2,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,,0,0,0,0,0,0
806,      26  38  2,Nepal,2016,province 1,48,0,1,urban,poorer,1,does not own,alone only,0,1,currently working,1,not paid,,0.0,5,6,male,active in last 4 weeks,4,both want same,,,,,,,
808,      26  43  1,Nepal,2016,province 1,43,1,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,9.0,4,4,female,not active in last 4 weeks - not postpartum abstinence,3,husband wants more,,1,0,0,0,1,1
809,      26  48  3,Nepal,2016,province 1,22,6,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,6.0,7,1,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,,,,,,,
810,      26  48  5,Nepal,2016,province 1,22,11,1,urban,poorer,1,does not own,does not own,0,0,no,0,,,10.0,7,1,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,,0,0,0,0,0,0
811,      26  51  2,Nepal,2016,province 1,38,4,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,7.0,6,4,male,active in last 4 weeks,4,husband wants more,,,,,,,
812,      26  53  4,Nepal,2016,province 1,20,5,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,9.0,5,1,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
813,      26  56  1,Nepal,2016,province 1,22,8,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,8.0,3,3,female,active in last 4 weeks,1,don't know,,,,,,,
814,      26  59  2,Nepal,2016,province 1,38,2,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,7.0,5,5,male,active in last 4 weeks,2,husband wants fewer,,0,0,0,0,0,0
816,      26  61  2,Nepal,2016,province 1,46,0,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,7.0,6,5,male,active in last 4 weeks,3,husband wants fewer,,,,,,,
819,      26  72  1,Nepal,2016,province 1,22,11,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,cash and in-kind,less than him,10.0,1,0,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent alone,,,,,,
820,      26  74  2,Nepal,2016,province 1,40,6,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,0.0,6,0,male,active in last 4 weeks,2,don't know,,,,,,,
821,      26  74  3,Nepal,2016,province 1,41,0,1,urban,poorer,1,alone only,alone only,1,1,currently working,1,cash only,more than him,0.0,6,3,male,active in last 4 weeks,2,husband wants more,husband/partner alone,0,0,0,0,0,0
822,      26  77  3,Nepal,2016,province 1,26,10,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,10.0,5,2,male,active in last 4 weeks,2,both want same,,,,,,,
823,      27   7  3,Nepal,2016,province 1,38,0,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,0.0,8,3,female,active in last 4 weeks,2,,,0,0,0,0,0,0
824,      27   7  8,Nepal,2016,province 1,47,0,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,5.0,8,2,female,active in last 4 weeks,2,,,,,,,,
825,      27  14  2,Nepal,2016,province 1,31,4,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,8.0,4,2,male,active in last 4 weeks,2,husband wants fewer,,,,,,,
826,      27  22  2,Nepal,2016,province 1,28,0,1,urban,poorer,1,does not own,does not own,0,0,no,0,,,8.0,3,1,male,active in last 4 weeks,1,both want same,,0,1,0,0,1,1
827,      27  30  2,Nepal,2016,province 1,42,0,1,urban,middle,2,does not own,does not own,0,0,no,0,,,10.0,3,2,male,active in last 4 weeks,2,both want same,,,,,,,
829,      27  61  3,Nepal,2016,province 1,29,9,1,urban,richer,3,does not own,does not own,0,0,currently working,1,not paid,,6.0,5,0,male,active in last 4 weeks,2,husband wants fewer,,,,,,,
831,      27  68  4,Nepal,2016,province 1,28,0,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,4.0,6,2,male,active in last 4 weeks,1,both want same,,0,0,0,0,0,0
832,      27  76  2,Nepal,2016,province 1,27,10,1,urban,middle,2,does not own,does not own,0,0,in the past year,0,not paid,,9.0,3,2,male,active in last 4 weeks,2,both want same,,,,,,,
833,      27  84  2,Nepal,2016,province 1,47,0,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,0.0,3,5,male,active in last 4 weeks,2,,,0,0,0,0,0,0
834,      27  99  2,Nepal,2016,province 1,48,3,1,urban,richer,3,alone only,alone only,1,1,currently working,1,not paid,,10.0,7,6,male,active in last 4 weeks,3,both want same,,,,,,,
837,      27 107  2,Nepal,2016,province 1,35,5,1,urban,middle,2,does not own,does not own,0,0,currently working,1,not paid,,7.0,6,4,male,active in last 4 weeks,1,both want same,,,,,,,
840,      27 115  2,Nepal,2016,province 1,47,9,1,urban,richest,4,does not own,alone only,0,1,in the past year,0,not paid,,11.0,2,3,male,active in last 4 weeks,2,,,0,0,0,0,0,0
841,      27 138  3,Nepal,2016,province 1,24,10,1,urban,richer,3,does not own,does not own,0,0,currently working,1,not paid,,7.0,4,1,male,not active in last 4 weeks - postpartum abstinence,2,both want same,,,,,,,
842,      27 146  2,Nepal,2016,province 1,34,10,1,urban,richer,3,does not own,does not own,0,0,currently working,1,not paid,,11.0,4,2,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
843,      27 153  1,Nepal,2016,province 1,45,0,1,urban,middle,2,does not own,alone only,0,1,currently working,1,not paid,,2.0,4,3,female,not active in last 4 weeks - not postpartum abstinence,3,both want same,,,,,,,
845,      27 161  2,Nepal,2016,province 1,27,0,1,urban,middle,2,alone only,does not own,1,0,no,0,,,0.0,5,3,male,active in last 4 weeks,2,,,0,0,0,0,0,0
846,      27 177  3,Nepal,2016,province 1,38,0,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,0.0,3,2,male,not active in last 4 weeks - not postpartum abstinence,2,,,0,1,0,1,1,2
847,      27 184  1,Nepal,2016,province 1,29,0,1,urban,poorer,1,does not own,does not own,0,0,currently working,1,not paid,,8.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,,,,,,
848,      27 192  2,Nepal,2016,province 1,27,0,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,cash only,less than him,0.0,5,3,male,active in last 4 weeks,2,,respondent alone,0,1,0,0,1,1
849,      27 200  2,Nepal,2016,province 1,42,0,1,urban,middle,2,does not own,does not own,0,0,no,0,,,0.0,3,4,male,active in last 4 weeks,3,,,,,,,,
850,      27 208  2,Nepal,2016,province 1,42,0,1,urban,poorest,0,does not own,does not own,0,0,no,0,,,0.0,4,5,male,not active in last 4 weeks - not postpartum abstinence,3,husband wants more,,,,,,,
851,      27 208  3,Nepal,2016,province 1,19,7,1,urban,poorest,0,does not own,does not own,0,0,currently working,1,not paid,,9.0,4,1,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,,0,0,0,0,0,0
852,      27 215  3,Nepal,2016,province 1,30,6,1,urban,middle,2,does not own,does not own,0,0,in the past year,0,not paid,,8.0,5,2,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,,,,,,,
853,      27 223  3,Nepal,2016,province 1,28,4,1,urban,poorer,1,does not own,does not own,0,0,no,0,,,0.0,6,3,female,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
854,      27 231  1,Nepal,2016,province 1,38,0,1,urban,richer,3,does not own,does not own,0,0,currently working,1,not paid,,9.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,1,both want same,,,,,,,
