,caseid,country,year,province,age,education,if_union,if_urban,wealth_index,wealth_index_code,house_ownership,land_owenership,if_own_house,if_own_land,if_employment,if_employment_current,employment_pay_method,if_earn_more,partner_edu,num_household,num_child,sex_head_household,sexual_activity,ideal_num_child,partner_ideal_child,money_decide_person,if_emo_vio,if_phy_vio,if_phy_vio_severe,if_sex_vio,if_vio,num_vio
1272,      51  25  4,Maldives,2016,north region,26,16,1,rural,richer,3,does not own,,0,1,currently working,1,cash only,about the same,12.0,6,1,male,active in last 4 weeks,5,both want same,respondent and husband/partner,0,0,0,0,0,0
1273,      52   2  2,Maldives,2016,north region,48,4,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,about the same,0.0,5,7,male,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
1275,      52   3  1,Maldives,2016,north region,33,13,1,rural,middle,2,does not own,,0,1,no,0,,,7.0,4,2,female,active in last 4 weeks,5,both want same,,0,0,0,0,0,0
1276,      52   4  1,Maldives,2016,north region,38,8,1,rural,middle,2,jointly only,,1,1,currently working,1,cash only,less than him,9.0,3,1,female,active in last 4 weeks,3,both want same,respondent alone,0,0,0,0,0,0
1277,      52   5  1,Maldives,2016,north region,45,12,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,about the same,7.0,2,2,female,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
1278,      52   6  4,Maldives,2016,north region,24,12,1,rural,poorest,0,does not own,,0,1,no,0,,,10.0,7,2,female,not active in last 4 weeks - not postpartum abstinence,3,both want same,,1,0,0,0,1,1
1279,      52   6  5,Maldives,2016,north region,19,8,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,7,0,female,active in last 4 weeks,3,both want same,,,,,,,
1280,      52   7  1,Maldives,2016,north region,38,0,1,rural,poorest,0,does not own,,0,1,no,0,,,0.0,4,2,female,not active in last 4 weeks - not postpartum abstinence,3,both want same,,1,0,0,0,1,1
1281,      52   8  2,Maldives,2016,north region,26,10,1,rural,poorer,1,does not own,,0,1,no,0,,,10.0,3,1,female,active in last 4 weeks,2,both want same,,1,0,0,0,1,1
1283,      52  12  1,Maldives,2016,north region,35,7,1,rural,poorest,0,does not own,,0,1,no,0,,,10.0,5,2,female,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
1284,      52  13  4,Maldives,2016,north region,24,10,1,rural,poorer,1,does not own,,0,1,no,0,,,8.0,8,1,female,active in last 4 weeks,2,both want same,,,,,,,
1286,      52  13  6,Maldives,2016,north region,29,10,1,rural,poorer,1,does not own,,0,1,no,0,,,10.0,8,1,female,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
1287,      52  14  1,Maldives,2016,north region,49,0,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,don't know,4,5,female,active in last 4 weeks,5,both want same,respondent and husband/partner,0,0,0,0,0,0
1288,      52  15  3,Maldives,2016,north region,26,10,1,rural,poorest,0,does not own,,0,1,in the past year,0,cash only,less than him,10.0,6,2,female,not active in last 4 weeks - postpartum abstinence,2,both want same,respondent and husband/partner,0,0,0,0,0,0
1289,      52  15  4,Maldives,2016,north region,24,12,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,12.0,6,0,female,never had sex,2,both want same,respondent and husband/partner,,,,,,
1290,      52  16  2,Maldives,2016,north region,35,7,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,8.0,6,4,male,active in last 4 weeks,5,husband wants more,respondent and husband/partner,0,0,0,0,0,0
1291,      52  17  2,Maldives,2016,north region,37,9,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,don't know,5,2,female,active in last 4 weeks,non-numeric response,both want same,respondent alone,0,0,0,0,0,0
1292,      52  19  1,Maldives,2016,north region,43,5,1,rural,poorest,0,alone only,,1,1,currently working,1,cash only,about the same,5.0,1,3,female,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent and husband/partner,0,0,0,0,0,0
1293,      52  20  3,Maldives,2016,north region,37,14,1,rural,richer,3,both alone and jointly,,1,1,currently working,1,cash only,less than him,7.0,8,3,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent and husband/partner,1,0,0,0,1,1
1294,      52  20  4,Maldives,2016,north region,37,13,1,rural,richer,3,does not own,,0,1,currently working,1,cash only,less than him,9.0,8,3,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent and husband/partner,,,,,,
1295,      52  21  2,Maldives,2016,north region,22,12,1,rural,middle,2,does not own,,0,1,no,0,,,10.0,3,0,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
1296,      52  22  2,Maldives,2016,north region,30,15,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,10.0,4,2,female,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent and husband/partner,0,0,0,0,0,0
1297,      52  23  1,Maldives,2016,north region,48,7,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,about the same,3.0,3,3,female,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
1298,      52  24  2,Maldives,2016,north region,37,7,1,rural,richer,3,both alone and jointly,,1,1,no,0,,,6.0,6,1,male,active in last 4 weeks,1,both want same,,,,,,,
1299,      52  25  1,Maldives,2016,north region,34,8,1,rural,poorer,1,does not own,,0,1,no,0,,,8.0,9,2,female,active in last 4 weeks,3,don't know,,1,0,0,0,1,1
1301,      52  25  7,Maldives,2016,north region,31,7,1,rural,poorer,1,does not own,,0,1,no,0,,,10.0,9,2,female,active in last 4 weeks,2,both want same,,,,,,,
1302,      53   1  2,Maldives,2016,north region,46,7,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,3,2,male,active in last 4 weeks,4,both want same,,1,0,0,0,1,1
1303,      53   3  3,Maldives,2016,north region,36,10,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,more than him,7.0,5,1,female,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
1304,      53   4  2,Maldives,2016,north region,40,8,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,more than him,7.0,4,2,male,active in last 4 weeks,4,both want same,respondent and husband/partner,0,0,0,0,0,0
1305,      53   6  2,Maldives,2016,north region,38,5,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,about the same,don't know,4,4,male,active in last 4 weeks,3,both want same,husband/partner alone,0,0,0,0,0,0
1309,      53   9  2,Maldives,2016,north region,39,5,1,rural,poorest,0,does not own,,0,1,no,0,,,4.0,5,4,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
1310,      53  10  2,Maldives,2016,north region,46,5,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,5.0,4,2,male,active in last 4 weeks,4,husband wants more,respondent and husband/partner,0,0,0,0,0,0
1311,      53  11  2,Maldives,2016,north region,44,7,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,7.0,2,2,male,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
1313,      53  12  3,Maldives,2016,north region,30,10,1,rural,poorest,0,does not own,,0,1,no,0,,,10.0,9,2,female,active in last 4 weeks,3,both want same,,,,,,,
1314,      53  12  5,Maldives,2016,north region,27,10,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,13.0,9,1,female,active in last 4 weeks,3,don't know,respondent and husband/partner,0,0,0,0,0,0
1315,      53  13  4,Maldives,2016,north region,36,6,1,rural,poorest,0,does not own,,0,1,no,0,,,don't know,7,3,female,active in last 4 weeks,3,both want same,,,,,,,
1317,      53  14  3,Maldives,2016,north region,31,7,1,rural,poorest,0,does not own,,0,1,no,0,,,6.0,5,2,female,active in last 4 weeks,2,both want same,,1,0,0,0,1,1
1318,      53  15  2,Maldives,2016,north region,27,12,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,3,1,female,active in last 4 weeks,3,both want same,,1,0,0,0,1,1
1319,      53  16  2,Maldives,2016,north region,45,7,1,rural,poorest,0,alone only,,1,1,currently working,1,cash only,less than him,6.0,4,4,male,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent alone,0,0,0,0,0,0
1320,      53  17  2,Maldives,2016,north region,41,7,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,3,2,male,active in last 4 weeks,2,both want same,,1,0,0,0,1,1
1321,      53  18  3,Maldives,2016,north region,33,7,1,rural,poorest,0,does not own,,0,1,no,0,,,5.0,8,5,female,not active in last 4 weeks - not postpartum abstinence,3,both want same,,1,1,1,1,1,3
1323,      53  19  4,Maldives,2016,north region,20,10,1,rural,poorest,0,does not own,,0,1,no,0,,,10.0,6,1,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,,,,,,
1325,      53  20  2,Maldives,2016,north region,29,10,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,10.0,4,1,female,active in last 4 weeks,5,both want same,respondent and husband/partner,,,,,,
1326,      53  20  3,Maldives,2016,north region,32,7,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,4,0,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,0,0,0,0,0,0
1327,      53  21  3,Maldives,2016,north region,34,7,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,more than him,7.0,8,2,male,active in last 4 weeks,3,husband wants more,respondent alone,0,0,0,0,0,0
1329,      53  21  5,Maldives,2016,north region,20,10,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,more than him,10.0,8,0,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent and husband/partner,,,,,,
1330,      53  22  6,Maldives,2016,north region,31,7,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,11,2,male,not active in last 4 weeks - postpartum abstinence,4,don't know,,,,,,,
1331,      53  22  9,Maldives,2016,north region,30,10,1,rural,poorest,0,does not own,,0,1,no,0,,,10.0,11,1,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,,0,0,0,0,0,0
1332,      53  24  2,Maldives,2016,north region,48,7,1,rural,poorest,0,does not own,,0,1,no,0,,,don't know,4,5,male,active in last 4 weeks,non-numeric response,don't know,,,,,,,
1333,      53  24  3,Maldives,2016,north region,21,10,1,rural,poorest,0,alone only,,1,1,currently working,1,cash only,more than him,10.0,4,1,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent and husband/partner,0,0,0,0,0,0
1334,      53  25  3,Maldives,2016,north region,26,9,1,rural,poorest,0,does not own,,0,1,no,0,,,10.0,5,1,male,not active in last 4 weeks - not postpartum abstinence,4,both want same,,0,0,0,0,0,0
1336,      54   1  2,Maldives,2016,north region,35,10,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,about the same,10.0,4,4,male,active in last 4 weeks,4,both want same,respondent and husband/partner,0,0,0,0,0,0
1337,      54   3  2,Maldives,2016,north region,34,10,1,rural,middle,2,does not own,,0,1,no,0,,,10.0,4,2,male,active in last 4 weeks,3,both want same,,0,0,0,0,0,0
1338,      54   4  1,Maldives,2016,north region,30,8,1,rural,poorer,1,does not own,,0,1,no,0,,,10.0,4,3,female,not active in last 4 weeks - not postpartum abstinence,3,both want same,,1,0,0,0,1,1
1340,      54   6  3,Maldives,2016,north region,38,12,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,about the same,10.0,8,0,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent and husband/partner,1,0,0,0,1,1
1341,      54   6  5,Maldives,2016,north region,31,9,1,rural,poorer,1,does not own,,0,1,no,0,,,9.0,8,3,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,,,,,,,
1342,      54   8  4,Maldives,2016,north region,35,7,1,rural,middle,2,does not own,,0,1,no,0,,,8.0,8,3,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,,1,0,0,0,1,1
1343,      54   8  6,Maldives,2016,north region,28,12,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,14.0,8,1,male,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
1344,      54   9  2,Maldives,2016,north region,45,5,1,rural,middle,2,does not own,,0,1,no,0,,,14.0,4,5,male,active in last 4 weeks,5,both want same,,1,0,0,0,1,1
1345,      54  10  1,Maldives,2016,north region,47,0,1,rural,poorer,1,both alone and jointly,,1,1,currently working,1,cash only,less than him,0.0,1,6,female,active in last 4 weeks,4,both want same,respondent and husband/partner,1,0,0,0,1,1
1346,      54  12  2,Maldives,2016,north region,47,0,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,don't know,4,5,male,active in last 4 weeks,5,both want same,respondent and husband/partner,1,0,0,0,1,1
1348,      54  12  4,Maldives,2016,north region,22,9,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,about the same,10.0,4,0,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
1349,      54  13  3,Maldives,2016,north region,46,5,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,5.0,4,4,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
1350,      54  15  3,Maldives,2016,north region,26,15,1,rural,poorer,1,jointly only,,1,1,currently working,1,cash only,more than him,10.0,5,2,female,active in last 4 weeks,non-numeric response,both want same,respondent alone,0,0,0,0,0,0
1351,      54  16  2,Maldives,2016,north region,46,4,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,husband/partner doesn't bring in money,0.0,7,6,male,active in last 4 weeks,6,both want same,respondent and husband/partner,,,,,,
1354,      54  20  2,Maldives,2016,north region,33,10,1,rural,poorest,0,alone only,,1,1,currently working,1,cash only,about the same,7.0,3,3,male,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
1355,      54  21  2,Maldives,2016,north region,36,10,1,rural,middle,2,does not own,,0,1,no,0,,,8.0,8,4,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,,,,,,,
1356,      54  21  3,Maldives,2016,north region,32,10,1,rural,middle,2,does not own,,0,1,in the past year,0,cash only,about the same,10.0,8,2,male,not active in last 4 weeks - not postpartum abstinence,3,husband wants more,respondent and husband/partner,,,,,,
1358,      54  23  1,Maldives,2016,north region,38,6,1,rural,poorest,0,does not own,,0,1,no,0,,,6.0,3,2,female,active in last 4 weeks,3,,,0,0,0,0,0,0
1360,      55   2  1,Maldives,2016,north region,30,6,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,4,3,female,not active in last 4 weeks - not postpartum abstinence,3,husband wants fewer,,0,0,0,0,0,0
1361,      55   3  2,Maldives,2016,north region,39,5,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,0.0,5,3,female,not active in last 4 weeks - not postpartum abstinence,4,,respondent and husband/partner,1,0,0,0,1,1
1365,      55   6  2,Maldives,2016,north region,44,5,1,rural,middle,2,both alone and jointly,,1,1,currently working,1,cash only,less than him,5.0,3,1,male,active in last 4 weeks,5,both want same,respondent and husband/partner,0,0,0,0,0,0
1366,      55   7  2,Maldives,2016,north region,39,5,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,5.0,6,2,male,active in last 4 weeks,4,both want same,respondent and husband/partner,0,0,0,0,0,0
1367,      55   7  3,Maldives,2016,north region,24,12,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,10.0,6,1,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent and husband/partner,,,,,,
1368,      55   8  2,Maldives,2016,north region,33,7,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,10.0,5,3,male,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
1369,      55   9  4,Maldives,2016,north region,29,7,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,7.0,12,5,male,active in last 4 weeks,5,both want same,respondent and husband/partner,0,0,0,0,0,0
1370,      55  10  2,Maldives,2016,north region,38,5,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,4,3,male,active in last 4 weeks,non-numeric response,,,0,0,0,0,0,0
1371,      55  11  1,Maldives,2016,north region,31,10,1,rural,poorest,0,does not own,,0,1,no,0,,,5.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,1,0,0,0,1,1
1372,      55  12  2,Maldives,2016,north region,33,9,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,4,3,male,active in last 4 weeks,2,both want same,,1,0,0,0,1,1
1373,      55  13  1,Maldives,2016,north region,46,5,1,rural,poorer,1,jointly only,,1,1,in the past year,0,cash only,less than him,0.0,5,7,female,active in last 4 weeks,7,both want same,respondent and husband/partner,0,0,0,0,0,0
1374,      55  13  2,Maldives,2016,north region,26,13,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,less than him,10.0,5,1,female,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
1375,      55  14  1,Maldives,2016,north region,29,10,1,rural,poorest,0,does not own,,0,1,no,0,,,10.0,8,1,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,,,,,,
1376,      55  14  2,Maldives,2016,north region,30,10,1,rural,poorest,0,does not own,,0,1,no,0,,,0.0,8,3,female,not active in last 4 weeks - not postpartum abstinence,3,both want same,,,,,,,
1378,      55  15  1,Maldives,2016,north region,32,6,1,rural,poorest,0,alone only,,1,1,no,0,,,7.0,4,3,female,not active in last 4 weeks - not postpartum abstinence,3,both want same,,0,0,0,0,0,0
1379,      55  16  1,Maldives,2016,north region,26,15,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,14.0,4,2,female,active in last 4 weeks,3,both want same,respondent alone,0,0,0,0,0,0
1380,      55  17  1,Maldives,2016,north region,46,3,1,rural,poorest,0,does not own,,0,1,no,0,,,3.0,4,5,female,not active in last 4 weeks - not postpartum abstinence,5,both want same,,1,0,0,0,1,1
1381,      55  18  4,Maldives,2016,north region,26,16,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,about the same,10.0,5,0,male,not active in last 4 weeks - not postpartum abstinence,6,don't know,respondent and husband/partner,0,0,0,0,0,0
1382,      55  18  5,Maldives,2016,north region,27,10,1,rural,middle,2,does not own,,0,1,no,0,,,7.0,5,0,male,active in last 4 weeks,3,don't know,,,,,,,
1383,      55  20  4,Maldives,2016,north region,42,3,1,rural,poorest,0,does not own,,0,1,no,0,,,3.0,7,2,female,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
1386,      55  21  6,Maldives,2016,north region,26,12,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,about the same,7.0,7,1,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
1387,      55  22  1,Maldives,2016,north region,33,10,1,rural,poorer,1,alone only,,1,1,currently working,1,cash only,less than him,10.0,3,2,female,active in last 4 weeks,2,husband wants more,respondent alone,1,1,1,1,1,3
1388,      55  23  4,Maldives,2016,north region,27,13,1,rural,poorest,0,alone only,,1,1,currently working,1,cash only,more than him,13.0,5,1,male,active in last 4 weeks,3,don't know,respondent and husband/partner,0,1,0,0,1,1
1390,      55  25  2,Maldives,2016,north region,38,7,1,rural,middle,2,does not own,,0,1,no,0,,,9.0,4,3,male,active in last 4 weeks,3,husband wants more,,0,0,0,0,0,0
1392,      56   1  3,Maldives,2016,north region,41,7,1,rural,poorest,0,does not own,,0,1,no,0,,,6.0,6,2,female,active in last 4 weeks,3,both want same,,0,0,0,0,0,0
1394,      56   2  2,Maldives,2016,north region,40,5,1,rural,poorest,0,does not own,,0,1,no,0,,,don't know,5,4,male,active in last 4 weeks,4,husband wants more,,1,0,0,0,1,1
1395,      56   3  3,Maldives,2016,north region,25,9,1,rural,poorer,1,does not own,,0,1,no,0,,,don't know,9,1,male,active in last 4 weeks,1,don't know,,,,,,,
1396,      56   3  5,Maldives,2016,north region,22,10,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,9,1,male,active in last 4 weeks,2,both want same,,,,,,,
1398,      56   4  1,Maldives,2016,north region,23,10,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,10.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent and husband/partner,0,0,0,0,0,0
1399,      56   5  3,Maldives,2016,north region,34,7,1,rural,poorer,1,does not own,,0,1,no,0,,,10.0,5,1,male,active in last 4 weeks,2,both want same,,0,0,0,0,0,0
1400,      56   8  1,Maldives,2016,north region,45,0,1,rural,poorest,0,alone only,,1,1,currently working,1,cash only,less than him,0.0,8,9,female,active in last 4 weeks,9,don't know,respondent alone,,,,,,
1403,      56  10  2,Maldives,2016,north region,30,7,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,6,3,male,active in last 4 weeks,4,both want same,,1,0,0,0,1,1
1404,      56  12  2,Maldives,2016,north region,44,1,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,don't know,don't know,2,0,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
1405,      56  13  1,Maldives,2016,north region,37,7,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,7.0,6,1,female,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent and husband/partner,0,0,0,0,0,0
1406,      56  13  3,Maldives,2016,north region,40,8,1,rural,poorest,0,does not own,,0,1,no,0,,,10.0,6,2,female,active in last 4 weeks,2,both want same,,,,,,,
1407,      56  14  1,Maldives,2016,north region,29,10,1,rural,poorer,1,does not own,,0,1,no,0,,,5.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,1,0,0,0,1,1
1408,      56  16  2,Maldives,2016,north region,46,6,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,about the same,don't know,5,4,male,active in last 4 weeks,4,both want same,respondent and husband/partner,0,0,0,0,0,0
1409,      56  17  2,Maldives,2016,north region,35,13,1,rural,poorer,1,does not own,,0,1,currently working,1,cash only,more than him,7.0,5,3,male,active in last 4 weeks,4,both want same,respondent and husband/partner,1,1,0,0,1,2
1410,      56  18  2,Maldives,2016,north region,40,7,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,about the same,don't know,6,5,male,active in last 4 weeks,5,don't know,respondent and husband/partner,0,0,0,0,0,0
1412,      56  19  2,Maldives,2016,north region,39,7,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,don't know,9,2,male,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent and husband/partner,0,0,0,0,0,0
1413,      56  19  7,Maldives,2016,north region,33,15,1,rural,poorest,0,alone only,,1,1,no,0,,,10.0,9,2,male,active in last 4 weeks,2,both want same,,,,,,,
1414,      56  20  2,Maldives,2016,north region,38,8,1,rural,poorest,0,does not own,,0,1,no,0,,,7.0,4,1,male,active in last 4 weeks,4,both want same,,0,0,0,0,0,0
1415,      56  21  2,Maldives,2016,north region,36,10,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,about the same,don't know,4,3,male,active in last 4 weeks,5,both want same,respondent and husband/partner,0,0,0,0,0,0
1416,      56  22  3,Maldives,2016,north region,25,10,1,rural,poorest,0,does not own,,0,1,no,0,,,9.0,5,1,male,not active in last 4 weeks - postpartum abstinence,2,both want same,,0,0,0,0,0,0
1417,      56  24  1,Maldives,2016,north region,44,3,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,less than him,3.0,3,3,female,active in last 4 weeks,3,don't know,respondent and husband/partner,0,0,0,0,0,0
1418,      56  25  1,Maldives,2016,north region,41,3,1,rural,poorest,0,alone only,,1,1,currently working,1,cash only,about the same,don't know,7,7,female,active in last 4 weeks,8,both want same,respondent and husband/partner,0,0,0,0,0,0
1420,      57   1  2,Maldives,2016,north region,32,10,1,rural,middle,2,does not own,,0,1,no,0,,,10.0,8,1,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,0,0,0,0,0,0
1421,      57   1  3,Maldives,2016,north region,27,10,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,more than him,10.0,8,2,female,active in last 4 weeks,7,husband wants fewer,respondent and husband/partner,,,,,,
1422,      57   2  2,Maldives,2016,north region,40,5,1,rural,poorer,1,does not own,,0,1,no,0,,,5.0,5,3,male,active in last 4 weeks,4,both want same,,0,1,1,0,1,1
1423,      57   2  3,Maldives,2016,north region,24,10,1,rural,poorer,1,does not own,,0,1,no,0,,,7.0,5,0,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,,,,,,,
1424,      57   4  4,Maldives,2016,north region,43,5,1,rural,poorest,0,does not own,,0,1,currently working,1,cash only,about the same,5.0,6,3,male,active in last 4 weeks,3,husband wants more,respondent and husband/partner,0,0,0,0,0,0
1426,      57   7  2,Maldives,2016,north region,26,10,1,rural,middle,2,does not own,,0,1,no,0,,,10.0,4,1,female,active in last 4 weeks,3,both want same,,,,,,,
1427,      57  10  3,Maldives,2016,north region,28,10,1,rural,richer,3,does not own,,0,1,currently working,1,cash only,less than him,10.0,9,1,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
1428,      57  10  5,Maldives,2016,north region,23,10,1,rural,richer,3,does not own,,0,1,no,0,,,don't know,9,1,male,active in last 4 weeks,4,both want same,,,,,,,
1429,      57  10  6,Maldives,2016,north region,25,8,1,rural,richer,3,does not own,,0,1,no,0,,,7.0,9,1,male,active in last 4 weeks,2,don't know,,0,0,0,0,0,0
1430,      57  11  1,Maldives,2016,north region,29,10,1,rural,middle,2,does not own,,0,1,no,0,,,7.0,3,2,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,0,0,0,0,0,0
1431,      57  12  3,Maldives,2016,north region,38,8,1,rural,richer,3,alone only,,1,1,currently working,1,cash only,less than him,10.0,11,1,female,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
1432,      57  12  4,Maldives,2016,north region,33,12,1,rural,richer,3,alone only,,1,1,no,0,,,don't know,11,1,female,active in last 4 weeks,2,both want same,,,,,,,
1433,      57  12  7,Maldives,2016,north region,23,10,1,rural,richer,3,does not own,,0,1,no,0,,,10.0,11,1,female,active in last 4 weeks,4,both want same,,,,,,,
1434,      57  14  5,Maldives,2016,north region,35,5,1,rural,richer,3,alone only,,1,1,no,0,,,6.0,9,1,female,active in last 4 weeks,4,both want same,,,,,,,
1435,      57  14  6,Maldives,2016,north region,27,10,1,rural,richer,3,does not own,,0,1,no,0,,,10.0,9,0,female,active in last 4 weeks,4,don't know,,,,,,,
1438,      57  15  2,Maldives,2016,north region,42,4,1,rural,middle,2,does not own,,0,1,currently working,1,cash only,less than him,don't know,10,5,male,active in last 4 weeks,3,don't know,respondent and husband/partner,0,0,0,0,0,0
1440,      57  16  5,Maldives,2016,north region,38,7,1,rural,poorer,1,does not own,,0,1,no,0,,,don't know,11,3,male,active in last 4 weeks,3,both want same,,,,,,,
1442,      57  20  1,Maldives,2016,north region,32,10,1,rural,middle,2,does not own,,0,1,no,0,,,10.0,3,1,female,not active in last 4 weeks - not postpartum abstinence,non-numeric response,both want same,,,,,,,
1443,      57  21  2,Maldives,2016,north region,30,10,1,rural,middle,2,does not own,,0,1,no,0,,,7.0,3,1,male,active in last 4 weeks,3,don't know,,,,,,,
1444,      57  22  2,Maldives,2016,north region,33,10,1,rural,poorer,1,does not own,,0,1,no,0,,,0.0,4,2,male,active in last 4 weeks,2,both want same,,,,,,,
1445,      57  24  4,Maldives,2016,north region,35,17,1,rural,richer,3,does not own,,0,1,currently working,1,cash only,about the same,7.0,6,5,male,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
1450,      58   4  3,Maldives,2016,north region,30,9,1,rural,poorest,0,does not own,,0,1,no,0,,,10.0,3,0,female,active in last 4 weeks,2,both want same,,,,,,,
1453,      58   6  2,Maldives,2016,north region,44,5,1,rural,middle,2,does not own,,0,1,no,0,,,5.0,5,4,male,active in last 4 weeks,4,both want same,,0,0,0,0,0,0
1454,      58   7  2,Maldives,2016,north region,32,10,1,rural,poorest,0,does not own,,0,1,no,0,,,10.0,6,4,male,active in last 4 weeks,7,both want same,,0,0,0,0,0,0
