,caseid,country,year,province,age,education,if_union,if_urban,wealth_index,wealth_index_code,house_ownership,land_owenership,if_own_house,if_own_land,if_employment,if_employment_current,employment_pay_method,if_earn_more,partner_edu,num_household,num_child,sex_head_household,sexual_activity,ideal_num_child,partner_ideal_child,money_decide_person,if_emo_vio,if_phy_vio,if_phy_vio_severe,if_sex_vio,if_vio,num_vio
2214,        8318  2,Cambodia,2014,kampong chhnang,26,9,1,rural,richer,3,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,12.0,5,3,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
2215,        8320  1,Cambodia,2014,kampong chhnang,36,3,1,rural,poorer,1,jointly only,does not own,1,0,currently working,1,cash only,less than him,3.0,3,3,female,not active in last 4 weeks - not postpartum abstinence,3,husband wants fewer,respondent and husband/partner,,,,,,
2216,        8321  2,Cambodia,2014,kampong chhnang,30,1,1,rural,poorest,0,jointly only,does not own,1,0,currently working,1,cash only,about the same,1.0,5,3,male,active in last 4 weeks,3,husband wants fewer,respondent and husband/partner,,,,,,
2217,        8322  2,Cambodia,2014,kampong chhnang,27,5,1,rural,poorest,0,jointly only,does not own,1,0,currently working,1,cash only,about the same,8.0,3,1,male,active in last 4 weeks,3,husband wants fewer,respondent and husband/partner,0,0,0,0,0,0
2218,        8323  2,Cambodia,2014,kampong chhnang,46,2,1,rural,poorest,0,jointly only,does not own,1,0,currently working,1,cash only,about the same,5.0,4,7,male,active in last 4 weeks,3,husband wants fewer,respondent and husband/partner,,,,,,
2220,        8325  2,Cambodia,2014,kampong chhnang,32,9,1,rural,richest,4,jointly only,does not own,1,0,currently working,1,cash only,about the same,9.0,6,2,male,active in last 4 weeks,3,husband wants fewer,respondent and husband/partner,0,0,0,0,0,0
2222,        8327  2,Cambodia,2014,kampong chhnang,31,9,1,rural,richest,4,jointly only,does not own,1,0,currently working,1,cash only,about the same,12.0,4,2,male,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent and husband/partner,,,,,,
2223,        8328  2,Cambodia,2014,kampong chhnang,27,8,1,rural,middle,2,jointly only,does not own,1,0,currently working,1,cash only,about the same,9.0,4,2,male,not active in last 4 weeks - not postpartum abstinence,2,husband wants fewer,respondent and husband/partner,0,0,0,0,0,0
2227,        84 2  2,Cambodia,2014,kampong chhnang,35,10,1,rural,middle,2,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,9.0,6,4,male,active in last 4 weeks,4,both want same,respondent alone,,,,,,
2228,        84 3  2,Cambodia,2014,kampong chhnang,28,7,1,rural,middle,2,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,12.0,5,2,male,active in last 4 weeks,3,husband wants more,respondent and husband/partner,,,,,,
2233,        84 6  3,Cambodia,2014,kampong chhnang,26,7,1,rural,poorer,1,does not own,does not own,0,0,currently working,1,cash only,about the same,9.0,6,0,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
2236,        84 9  2,Cambodia,2014,kampong chhnang,31,6,1,rural,richer,3,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,about the same,12.0,4,2,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
2237,        8410  2,Cambodia,2014,kampong chhnang,38,6,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,more than him,7.0,4,1,male,active in last 4 weeks,3,both want same,respondent alone,0,0,0,0,0,0
2238,        8411  2,Cambodia,2014,kampong chhnang,27,4,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash only,more than him,12.0,3,1,male,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
2239,        8412  2,Cambodia,2014,kampong chhnang,48,0,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,more than him,5.0,5,3,male,active in last 4 weeks,4,both want same,respondent alone,,,,,,
2240,        8413  2,Cambodia,2014,kampong chhnang,25,9,1,rural,poorest,0,jointly only,jointly only,1,1,in the past year,0,cash only,more than him,6.0,3,1,male,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent alone,0,0,0,0,0,0
2241,        8414  1,Cambodia,2014,kampong chhnang,30,1,1,rural,richer,3,jointly only,jointly only,1,1,currently working,1,cash only,more than him,4.0,3,1,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent alone,,,,,,
2242,        8415  1,Cambodia,2014,kampong chhnang,43,4,1,rural,poorest,0,jointly only,jointly only,1,1,currently working,1,cash only,about the same,5.0,2,0,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,respondent alone,,,,,,
2243,        8416  2,Cambodia,2014,kampong chhnang,38,2,1,rural,poorest,0,jointly only,jointly only,1,1,currently working,1,cash only,more than him,6.0,3,3,male,active in last 4 weeks,4,both want same,respondent alone,0,0,0,0,0,0
2244,        8417  2,Cambodia,2014,kampong chhnang,49,3,1,rural,poorest,0,jointly only,jointly only,1,1,currently working,1,cash only,more than him,0.0,6,5,male,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent alone,,,,,,
2245,        8418  1,Cambodia,2014,kampong chhnang,31,3,1,rural,poorest,0,jointly only,jointly only,1,1,no,0,,,4.0,3,1,female,not active in last 4 weeks - not postpartum abstinence,2,both want same,,,,,,,
2246,        8419  2,Cambodia,2014,kampong chhnang,33,7,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,about the same,6.0,5,3,male,active in last 4 weeks,3,both want same,respondent alone,0,0,0,0,0,0
2247,        8422  2,Cambodia,2014,kampong chhnang,49,4,1,rural,poorest,0,jointly only,does not own,1,0,currently working,1,cash only,about the same,2.0,4,4,male,active in last 4 weeks,4,husband wants fewer,respondent and husband/partner,,,,,,
2249,        8423  2,Cambodia,2014,kampong chhnang,36,5,1,rural,poorest,0,jointly only,does not own,1,0,no,0,,,7.0,5,2,male,active in last 4 weeks,2,husband wants fewer,,,,,,,
2250,        8424  2,Cambodia,2014,kampong chhnang,31,4,1,rural,middle,2,jointly only,does not own,1,0,currently working,1,cash only,more than him,2.0,5,3,male,active in last 4 weeks,5,husband wants fewer,respondent and husband/partner,,,,,,
2252,        8427  2,Cambodia,2014,kampong chhnang,34,2,1,rural,poorest,0,jointly only,does not own,1,0,currently working,1,cash only,about the same,3.0,6,4,male,active in last 4 weeks,5,husband wants fewer,respondent and husband/partner,,,,,,
2254,        85 3  2,Cambodia,2014,kampong chhnang,31,0,1,rural,poorest,0,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,6.0,4,4,male,not active in last 4 weeks - postpartum abstinence,4,both want same,respondent alone,,,,,,
2255,        85 6  2,Cambodia,2014,kampong chhnang,28,3,1,rural,middle,2,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,6.0,6,2,male,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
2256,        85 7  2,Cambodia,2014,kampong chhnang,27,7,1,rural,poorest,0,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,about the same,2.0,5,1,male,active in last 4 weeks,2,both want same,respondent alone,1,0,0,0,1,1
2257,        85 9  2,Cambodia,2014,kampong chhnang,48,0,1,rural,poorest,0,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,3.0,5,6,male,active in last 4 weeks,4,both want same,respondent alone,,,,,,
2259,        8510  2,Cambodia,2014,kampong chhnang,45,1,1,rural,poorer,1,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,4.0,4,5,male,active in last 4 weeks,2,don't know,respondent and husband/partner,,,,,,
2261,        8511  2,Cambodia,2014,kampong chhnang,31,2,1,rural,poorer,1,jointly only,does not own,1,0,currently working,1,cash only,less than him,2.0,3,1,male,not active in last 4 weeks - postpartum abstinence,4,husband wants fewer,respondent and husband/partner,,,,,,
2263,        8513  2,Cambodia,2014,kampong chhnang,49,2,1,rural,poorer,1,jointly only,does not own,1,0,currently working,1,cash only,less than him,7.0,4,8,male,active in last 4 weeks,4,husband wants fewer,respondent and husband/partner,0,0,0,0,0,0
2268,        8517  2,Cambodia,2014,kampong chhnang,43,3,1,rural,poorest,0,jointly only,jointly only,1,1,currently working,1,cash only,less than him,7.0,3,4,male,active in last 4 weeks,4,both want same,respondent alone,,,,,,
2273,        8524  2,Cambodia,2014,kampong chhnang,47,0,1,rural,poorer,1,jointly only,jointly only,1,1,in the past year,0,cash only,about the same,0.0,5,3,male,not active in last 4 weeks - not postpartum abstinence,4,husband wants more,respondent alone,,,,,,
2278,        8526  3,Cambodia,2014,kampong chhnang,32,4,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash only,less than him,12.0,5,1,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
2280,        86 1  2,Cambodia,2014,kampong chhnang,30,3,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,less than him,3.0,4,2,male,active in last 4 weeks,2,husband wants more,respondent alone,0,0,0,0,0,0
2281,        86 2  2,Cambodia,2014,kampong chhnang,21,7,1,rural,poorest,0,alone only,alone only,1,1,no,0,,,7.0,3,1,female,not active in last 4 weeks - not postpartum abstinence,3,husband wants more,,,,,,,
2284,        86 4  3,Cambodia,2014,kampong chhnang,26,3,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash only,less than him,1.0,5,2,male,active in last 4 weeks,6,both want same,respondent alone,0,0,0,0,0,0
2286,        86 6  2,Cambodia,2014,kampong chhnang,44,5,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash only,less than him,4.0,6,5,male,active in last 4 weeks,5,husband wants more,respondent and husband/partner,,,,,,
2289,        86 7  2,Cambodia,2014,kampong chhnang,28,2,1,rural,middle,2,jointly only,does not own,1,0,currently working,1,cash only,about the same,2.0,5,4,male,active in last 4 weeks,3,husband wants fewer,respondent and husband/partner,0,0,0,0,0,0
2297,        8616  2,Cambodia,2014,kampong chhnang,31,5,1,rural,poorest,0,jointly only,jointly only,1,1,currently working,1,cash only,less than him,1.0,4,2,male,active in last 4 weeks,3,don't know,respondent and husband/partner,0,0,0,0,0,0
2298,        8617  2,Cambodia,2014,kampong chhnang,43,2,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash only,less than him,7.0,5,3,male,not active in last 4 weeks - not postpartum abstinence,3,husband wants fewer,respondent alone,,,,,,
2301,        8618  2,Cambodia,2014,kampong chhnang,33,6,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,less than him,3.0,4,2,male,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
2302,        8619  2,Cambodia,2014,kampong chhnang,43,4,1,rural,poorer,1,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,4.0,5,6,male,active in last 4 weeks,4,don't know,respondent alone,1,0,0,0,1,1
2303,        8621  2,Cambodia,2014,kampong chhnang,44,6,1,rural,poorer,1,jointly only,does not own,1,0,currently working,1,cash only,about the same,3.0,5,5,male,active in last 4 weeks,5,husband wants fewer,respondent and husband/partner,,,,,,
2305,        8622  2,Cambodia,2014,kampong chhnang,33,4,1,rural,middle,2,jointly only,does not own,1,0,currently working,1,cash only,about the same,5.0,6,3,male,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
2306,        8623  2,Cambodia,2014,kampong chhnang,26,5,1,rural,poorer,1,does not own,does not own,0,0,currently working,1,cash only,about the same,2.0,3,0,female,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
2307,        8624  2,Cambodia,2014,kampong chhnang,46,0,1,rural,poorest,0,jointly only,does not own,1,0,currently working,1,cash only,about the same,0.0,5,7,male,active in last 4 weeks,4,husband wants fewer,respondent and husband/partner,,,,,,
2309,        8627  2,Cambodia,2014,kampong chhnang,49,9,1,rural,poorer,1,jointly only,does not own,1,0,currently working,1,cash only,less than him,7.0,3,3,male,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
2310,        87 3  2,Cambodia,2014,kampong chhnang,22,7,1,rural,poorest,0,jointly only,jointly only,1,1,currently working,1,cash only,less than him,7.0,3,1,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
2311,        87 5  2,Cambodia,2014,kampong chhnang,40,6,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash only,less than him,7.0,4,3,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
2312,        87 6  2,Cambodia,2014,kampong chhnang,25,12,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,less than him,5.0,4,2,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
2313,        87 9  2,Cambodia,2014,kampong chhnang,42,8,1,rural,poorer,1,jointly only,does not own,1,0,currently working,1,cash only,more than him,8.0,3,2,male,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
2314,        8710  2,Cambodia,2014,kampong chhnang,35,6,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash only,more than him,12.0,6,3,female,active in last 4 weeks,5,both want same,respondent alone,0,0,0,0,0,0
2315,        8712  2,Cambodia,2014,kampong chhnang,45,8,1,rural,poorer,1,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,about the same,8.0,3,4,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
2319,        8716  2,Cambodia,2014,kampong chhnang,33,7,1,rural,poorer,1,jointly only,does not own,1,0,currently working,1,cash only,more than him,8.0,5,3,male,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
2321,        8720  2,Cambodia,2014,kampong chhnang,36,3,1,rural,middle,2,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,about the same,5.0,7,3,male,active in last 4 weeks,3,both want same,respondent and husband/partner,,,,,,
2324,        8723  2,Cambodia,2014,kampong chhnang,31,8,1,rural,richer,3,jointly only,jointly only,1,1,currently working,1,cash only,less than him,6.0,4,2,male,active in last 4 weeks,2,both want same,respondent alone,,,,,,
2325,        8724  3,Cambodia,2014,kampong chhnang,31,3,1,rural,poorest,0,does not own,does not own,0,0,in the past year,0,cash only,more than him,5.0,5,1,male,not active in last 4 weeks - postpartum abstinence,1,both want same,respondent alone,,,,,,
2326,        8726  2,Cambodia,2014,kampong chhnang,23,7,1,rural,poorer,1,jointly only,does not own,1,0,currently working,1,cash only,about the same,6.0,4,2,male,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
2327,        8728  2,Cambodia,2014,kampong chhnang,32,5,1,rural,poorer,1,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,about the same,7.0,6,4,male,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
2329,        88 1  2,Cambodia,2014,kampong chhnang,31,4,1,rural,middle,2,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,12.0,5,2,male,active in last 4 weeks,3,husband wants more,respondent and husband/partner,0,0,0,0,0,0
2330,        88 2  2,Cambodia,2014,kampong chhnang,44,5,1,rural,middle,2,both alone and jointly,jointly only,1,1,in the past year,0,cash only,less than him,12.0,7,5,male,active in last 4 weeks,5,,respondent alone,,,,,,
2334,        88 4  2,Cambodia,2014,kampong chhnang,34,5,1,rural,poorest,0,jointly only,jointly only,1,1,in the past year,0,in-kind only,,8.0,4,2,male,active in last 4 weeks,5,both want same,,1,1,0,0,1,2
2335,        88 5  3,Cambodia,2014,kampong chhnang,25,7,1,rural,richer,3,does not own,does not own,0,0,currently working,1,cash only,less than him,16.0,5,0,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
2337,        88 6  2,Cambodia,2014,kampong chhnang,35,9,1,rural,poorer,1,does not own,does not own,0,0,currently working,1,cash only,about the same,5.0,3,3,male,active in last 4 weeks,3,husband wants more,respondent alone,,,,,,
2338,        88 7  3,Cambodia,2014,kampong chhnang,29,16,1,rural,richest,4,does not own,does not own,0,0,currently working,1,cash only,more than him,16.0,9,2,male,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
2339,        88 7  7,Cambodia,2014,kampong chhnang,30,10,1,rural,richest,4,does not own,does not own,0,0,currently working,1,cash only,about the same,16.0,9,1,male,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
2341,        8810  2,Cambodia,2014,kampong chhnang,25,16,1,rural,richest,4,does not own,does not own,0,0,currently working,1,cash only,about the same,8.0,5,0,female,active in last 4 weeks,3,both want same,respondent and husband/partner,0,0,0,0,0,0
2343,        8812  2,Cambodia,2014,kampong chhnang,43,11,1,rural,middle,2,jointly only,jointly only,1,1,no,0,,,9.0,5,3,male,active in last 4 weeks,5,husband wants more,,,,,,,
2344,        8813  1,Cambodia,2014,kampong chhnang,25,4,1,rural,middle,2,jointly only,does not own,1,0,currently working,1,cash only,about the same,2.0,4,3,female,active in last 4 weeks,2,both want same,respondent and husband/partner,0,0,0,0,0,0
2345,        8814  2,Cambodia,2014,kampong chhnang,22,4,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash only,about the same,6.0,3,1,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
2348,        8816  1,Cambodia,2014,kampong chhnang,40,6,1,rural,richer,3,alone only,alone only,1,1,currently working,1,cash only,more than him,1.0,5,2,female,not active in last 4 weeks - not postpartum abstinence,3,both want same,respondent alone,1,1,1,0,1,2
2349,        8817  2,Cambodia,2014,kampong chhnang,44,3,1,rural,richest,4,jointly only,does not own,1,0,no,0,,,1.0,8,4,male,active in last 4 weeks,5,both want same,,,,,,,
2351,        8817  7,Cambodia,2014,kampong chhnang,22,7,1,rural,richest,4,does not own,does not own,0,0,no,0,,,8.0,8,1,male,active in last 4 weeks,4,both want same,,,,,,,
2352,        8818  2,Cambodia,2014,kampong chhnang,47,9,1,rural,richest,4,jointly only,does not own,1,0,currently working,1,cash only,about the same,12.0,3,3,male,active in last 4 weeks,2,both want same,respondent and husband/partner,,,,,,
2354,        8821  2,Cambodia,2014,kampong chhnang,28,7,1,rural,poorest,0,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,2.0,3,2,male,active in last 4 weeks,5,both want same,respondent and husband/partner,,,,,,
2355,        8822  1,Cambodia,2014,kampong chhnang,40,14,1,rural,richer,3,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,9.0,7,4,female,active in last 4 weeks,4,both want same,respondent alone,,,,,,
2357,        8823  2,Cambodia,2014,kampong chhnang,32,4,1,rural,richer,3,does not own,does not own,0,0,currently working,1,cash only,less than him,1.0,6,5,male,active in last 4 weeks,5,both want same,respondent and husband/partner,,,,,,
2358,        89 2  1,Cambodia,2014,kampong chhnang,49,4,1,rural,middle,2,does not own,does not own,0,0,currently working,1,not paid,,6.0,8,6,female,active in last 4 weeks,3,husband wants fewer,,,,,,,
2359,        89 2  3,Cambodia,2014,kampong chhnang,28,6,1,rural,middle,2,does not own,does not own,0,0,no,0,,,6.0,8,2,female,not active in last 4 weeks - not postpartum abstinence,3,husband wants fewer,,,,,,,
2360,        89 2  5,Cambodia,2014,kampong chhnang,24,9,1,rural,middle,2,does not own,does not own,0,0,currently working,1,cash only,about the same,4.0,8,0,female,active in last 4 weeks,4,husband wants fewer,respondent alone,,,,,,
2361,        89 4  2,Cambodia,2014,kampong chhnang,36,3,1,rural,poorer,1,jointly only,does not own,1,0,currently working,1,cash only,less than him,12.0,5,3,male,active in last 4 weeks,4,husband wants fewer,respondent and husband/partner,0,0,0,0,0,0
2362,        89 5  2,Cambodia,2014,kampong chhnang,34,10,1,rural,poorer,1,jointly only,does not own,1,0,currently working,1,cash only,about the same,6.0,5,3,male,active in last 4 weeks,3,husband wants fewer,respondent and husband/partner,,,,,,
2371,        8911  1,Cambodia,2014,kampong chhnang,42,8,1,rural,middle,2,both alone and jointly,jointly only,1,1,currently working,1,cash only,less than him,0.0,5,4,female,active in last 4 weeks,4,both want same,respondent alone,,,,,,
2372,        8912  2,Cambodia,2014,kampong chhnang,21,3,1,rural,poorer,1,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,8.0,3,1,male,active in last 4 weeks,4,both want same,respondent alone,,,,,,
2373,        8913  1,Cambodia,2014,kampong chhnang,46,3,1,rural,poorer,1,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,1.0,4,4,female,not active in last 4 weeks - not postpartum abstinence,3,husband wants more,respondent and husband/partner,1,0,0,1,1,2
2374,        8914  2,Cambodia,2014,kampong chhnang,42,5,1,rural,poorest,0,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,7.0,7,7,male,active in last 4 weeks,4,husband wants more,respondent alone,,,,,,
2375,        8915  3,Cambodia,2014,kampong chhnang,24,0,1,rural,poorer,1,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,about the same,7.0,4,0,female,active in last 4 weeks,5,don't know,respondent alone,,,,,,
2376,        8916  3,Cambodia,2014,kampong chhnang,28,7,1,rural,middle,2,both alone and jointly,both alone and jointly,1,1,"have a job, but on leave last 7 days",1,cash only,less than him,10.0,7,0,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
2378,        8919  2,Cambodia,2014,kampong chhnang,42,4,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,less than him,4.0,5,6,male,active in last 4 weeks,4,husband wants fewer,respondent alone,1,1,0,0,1,2
2379,        8921  2,Cambodia,2014,kampong chhnang,28,1,1,rural,poorest,0,jointly only,jointly only,1,1,currently working,1,cash only,less than him,5.0,5,2,male,active in last 4 weeks,2,both want same,husband/partner alone,,,,,,
2380,        8922  2,Cambodia,2014,kampong chhnang,22,5,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash only,less than him,6.0,2,0,male,active in last 4 weeks,4,husband wants more,respondent alone,0,0,0,0,0,0
2381,        8923  2,Cambodia,2014,kampong chhnang,27,4,1,rural,poorest,0,jointly only,jointly only,1,1,in the past year,0,cash only,less than him,6.0,4,2,male,not active in last 4 weeks - postpartum abstinence,3,both want same,respondent and husband/partner,,,,,,
2382,        8924  1,Cambodia,2014,kampong chhnang,44,6,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash and in-kind,more than him,12.0,4,4,female,active in last 4 weeks,4,both want same,respondent alone,,,,,,
2383,        8926  2,Cambodia,2014,kampong chhnang,31,6,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash only,less than him,5.0,6,5,male,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
2384,        8927  2,Cambodia,2014,kampong chhnang,33,5,1,rural,richer,3,jointly only,jointly only,1,1,currently working,1,cash only,less than him,9.0,4,2,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
2385,        90 1  2,Cambodia,2014,kampong chhnang,39,9,1,rural,richest,4,jointly only,does not own,1,0,currently working,1,cash only,about the same,9.0,3,2,male,active in last 4 weeks,4,husband wants fewer,respondent and husband/partner,0,0,0,0,0,0
2387,        90 3  2,Cambodia,2014,kampong chhnang,42,14,1,rural,middle,2,jointly only,does not own,1,0,currently working,1,cash only,about the same,14.0,6,4,male,active in last 4 weeks,2,husband wants fewer,respondent and husband/partner,,,,,,
2388,        90 4  2,Cambodia,2014,kampong chhnang,19,10,1,rural,middle,2,jointly only,does not own,1,0,currently working,1,cash only,more than him,3.0,3,1,male,active in last 4 weeks,3,husband wants fewer,respondent and husband/partner,0,0,0,0,0,0
2390,        90 8  2,Cambodia,2014,kampong chhnang,24,3,1,rural,poorest,0,jointly only,does not own,1,0,currently working,1,cash only,about the same,9.0,5,2,male,active in last 4 weeks,4,husband wants fewer,respondent and husband/partner,,,,,,
2394,        9013  2,Cambodia,2014,kampong chhnang,28,4,1,rural,poorest,0,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,12.0,6,3,male,active in last 4 weeks,3,both want same,respondent alone,1,0,0,0,1,1
2400,        9021  2,Cambodia,2014,kampong chhnang,49,3,1,rural,poorest,0,jointly only,jointly only,1,1,currently working,1,cash only,less than him,9.0,7,6,male,active in last 4 weeks,7,both want same,respondent alone,,,,,,
2401,        9022  2,Cambodia,2014,kampong chhnang,32,3,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash only,more than him,12.0,2,1,male,active in last 4 weeks,2,both want same,respondent alone,0,0,0,0,0,0
2402,        9023  2,Cambodia,2014,kampong chhnang,45,9,1,rural,richer,3,jointly only,jointly only,1,1,currently working,1,cash only,about the same,6.0,3,3,male,active in last 4 weeks,4,husband wants more,respondent alone,,,,,,
2404,        9024  2,Cambodia,2014,kampong chhnang,36,5,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,more than him,3.0,7,6,male,active in last 4 weeks,4,both want same,respondent alone,,,,,,
2405,        9026  2,Cambodia,2014,kampong chhnang,47,2,1,rural,poorest,0,jointly only,jointly only,1,1,currently working,1,cash only,about the same,3.0,5,0,male,not active in last 4 weeks - not postpartum abstinence,1,husband wants more,respondent alone,,,,,,
2407,        9027  2,Cambodia,2014,kampong chhnang,33,1,1,rural,poorest,0,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,more than him,2.0,4,2,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
2408,        9028  2,Cambodia,2014,kampong chhnang,43,7,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,less than him,3.0,7,5,male,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent alone,0,0,0,0,0,0
2412,        91 2  2,Cambodia,2014,kampong chhnang,29,3,1,rural,poorer,1,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,more than him,6.0,3,0,female,active in last 4 weeks,2,both want same,respondent alone,,,,,,
2415,        91 6  1,Cambodia,2014,kampong chhnang,31,5,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,about the same,8.0,3,1,female,active in last 4 weeks,2,husband wants fewer,respondent alone,,,,,,
2416,        91 7  2,Cambodia,2014,kampong chhnang,31,0,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,less than him,1.0,4,0,male,active in last 4 weeks,3,both want same,respondent alone,0,0,0,0,0,0
2418,        91 8  2,Cambodia,2014,kampong chhnang,35,0,1,rural,poorer,1,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,3.0,7,5,male,active in last 4 weeks,5,,respondent alone,,,,,,
2420,        9110  2,Cambodia,2014,kampong chhnang,30,3,1,rural,poorest,0,both alone and jointly,both alone and jointly,1,1,currently working,1,cash only,less than him,4.0,5,3,male,active in last 4 weeks,2,husband wants more,respondent alone,0,1,0,0,1,1
2421,        9111  2,Cambodia,2014,kampong chhnang,41,0,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,less than him,9.0,7,3,male,active in last 4 weeks,3,both want same,respondent alone,,,,,,
2422,        9111  3,Cambodia,2014,kampong chhnang,18,10,1,rural,poorer,1,jointly only,jointly only,1,1,in the past year,0,cash only,less than him,12.0,7,1,male,not active in last 4 weeks - postpartum abstinence,2,both want same,respondent alone,,,,,,
2423,        9112  2,Cambodia,2014,kampong chhnang,45,5,1,rural,middle,2,jointly only,jointly only,1,1,currently working,1,cash only,about the same,4.0,5,4,male,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
2426,        9113  2,Cambodia,2014,kampong chhnang,46,0,1,rural,poorest,0,jointly only,jointly only,1,1,currently working,1,cash only,about the same,0.0,9,5,male,not active in last 4 weeks - not postpartum abstinence,4,both want same,respondent alone,,,,,,
2430,        9114  2,Cambodia,2014,kampong chhnang,33,5,1,rural,poorer,1,jointly only,jointly only,1,1,currently working,1,cash only,more than him,0.0,4,3,male,active in last 4 weeks,4,both want same,respondent and husband/partner,,,,,,
2432,        9115  4,Cambodia,2014,kampong chhnang,19,10,1,rural,poorer,1,does not own,does not own,0,0,currently working,1,cash only,less than him,0.0,6,1,female,not active in last 4 weeks - postpartum abstinence,2,both want same,respondent and husband/partner,,,,,,
